StartTime_[LST],EndTime_[LST],ethylene_[ppbV],acetylene_[ppbV],ethane_[ppbV],propylene_[ppbV],propane_[ppbV],isobutane_[ppbV],cis-2-butene_[ppbV],n-butane_[ppbV],1-butene_[ppbV],trans-2-butene_[ppbV],isopentane_[ppbV],1-pentene_[ppbV],isoprene_[ppbV],n-pentane_[ppbV],cis-2-pentene_[ppbV],cyclopentane_[ppbV],"2,2-dimethyl-butane_[ppbV]","2,3-dimethyl-butane_[ppbV]",2-methyl-pentane_[ppbV],3-methyl-pentane_[ppbV],1-hexene_[ppbV],methyl-cyclopentane_[ppbV],n-hexane_[ppbV],benzene_[ppbV],cyclohexane_[ppbV],"2,4-dimethyl-pentane_[ppbV]","2,3-dimethyl-pentane_[ppbV]",2-methyl-hexane_[ppbV],3-methyl-hexane_[ppbV],n-heptane_[ppbV],methyl-cyclohexane_[ppbV],toluene_[ppbV],"2,2,4-trimethyl-pentane_[ppbV]","2,3,4-trimethyl-pentane_[ppbV]",2-methyl-heptane_[ppbV],3-methyl-heptane_[ppbV],n-octane_[ppbV],ethyl-benzene_[ppbV],"m,p-xylene_[ppbV]",styrene_[ppbV],o-xylene_[ppbV],n-nonane_[ppbV],isopropyl-benzene_[ppbV],"1,3,5-trimethyl-benzene_[ppbV]",n-propyl-benzene_[ppbV],"1,2,4-trimethyl-benzene_[ppbV]",m-ethyl-toluene_[ppbV],p-ethyl-toluene_[ppbV],o-ethyl-toluene_[ppbV],"1,2,3-trimethyl-benzene_[ppbV]",n-decane_[ppbV],m-diethyl-benzene_[ppbV]
08/04/2017 5:55:00,08/04/2017 6:25:00,0.735,0.342,19.061,0.189,15.287,4.031,,7.578,0.121,2.62,2.91,,0.154268333,2.931728,0.063438917,0.234550833,0.503,0.067,0.46,0.58,1.401,0.244,0.535,0.052,,0.538,0.25,0.734,0.683,0.726,,,0.204,0.189,0.322,0.101,0.319,,0.153,0.183,,0.079,,,0.112,,,0.229,,,0.133,
08/04/2017 6:54:00,08/04/2017 7:24:00,0.826,0.483,32.438,0.175,19.633,4.049,,8.526,0.141,2.936,2.56,,0.151035903,2.839316819,0.065791556,0.203384472,,0.086,0.451,0.502,1.229,0.292,0.405,0.054,,0.397,0.176,0.456,0.409,0.565,,,0.08,0.104,0.131,,0.165,,,0.063,,,,,,,,,,,,
08/04/2017 7:54:00,08/04/2017 8:24:00,0.893,0.485,23.406,0.189,16.632,3.488,,8.096,0.13,2.764,2.522,,0.140934444,2.757993333,0.055452222,0.193208889,0.436,,0.375,0.42,1.005,,0.3,0.056,,0.322,0.139,0.311,0.28,0.366,,,0.057,0.091,0.095,,0.09,,,0.06,,,,,,,,,,,,
08/04/2017 8:54:00,08/04/2017 9:24:00,0.718,0.469,23.562,0.151,18.762,4.467,,10.126,0.164,3.464,3.54,,0.190113375,3.89708475,0.0900285,0.270724,0.594,,0.518,0.602,1.476,0.276,0.503,0.054,,0.484,0.23,0.617,0.604,0.648,,,,0.17,0.281,,0.237,,,0.227,,0.076,,,,,,0.28,,,0.156,
08/04/2017 9:53:00,08/04/2017 10:23:00,0.999,0.59,33.718,0.178,27.777,7.249,,15.404,0.244,5.379,5.397,,0.303403222,6.350620722,0.066870583,0.462000361,0.944,,0.839,1.009,2.514,0.404,0.89,0.055,,0.972,0.432,1.143,1.161,1.113,,,,0.289,0.503,,0.454,,0.248,0.363,,0.106,,,,,,0.451,,,0.302,0.093
08/04/2017 10:53:00,08/04/2017 11:23:00,0.805,0.668,22.822,0.123,17.61,3.958,,9.292,0.145,3.182,3.095,,0.169796472,3.198102056,0.0753935,0.214098208,0.525,,0.448,0.498,1.146,0.282,0.391,0.05,,0.405,,,0.402,,,,,0.13,0.116,,0.115,,,0.068,,,,,,,,,,,,
08/04/2017 22:33:00,08/04/2017 23:03:00,0.67,0.646,4.957,0.151,2.353,0.534,,1.168,,0.389,0.777,,,0.6389,,,0.139,0.478,0.119,0.128,0.294,0.206,0.071,,,0.13,0.056,0.071,0.089,0.412,,,,,,0.092,,,0.095,,,,0.056,,0.055,,,,,,,
08/04/2017 23:33:00,08/05/2017 0:03:00,0.411,0.409,9.03,0.097,4.602,1.094,,2.362,,0.802,1.235,,,1.260354545,,0.090414545,0.321,1.045,0.267,0.292,0.719,0.265,0.245,,,0.3,0.122,0.299,0.315,0.532,,,0.079,0.06,0.12,0.102,,,0.075,,,,,,,,,,,,,
08/05/2017 2:32:00,08/05/2017 3:02:00,0.361,0.406,57.959,0.211,37.449,8.115,0.071,21.739,0.318,7.398,8.948,0.064669091,0.523985455,12.53492182,,1.050147273,2.598,8.278,2.414,3.707,7.971,1.542,3.991,0.444,0.527,4.414,2.026,7.355,7.173,5.274,,1.67124,2.565,2.219,4.773,2.452,0.843,0.114,1.891,2.701,0.235,0.52,0.862,0.229,1.053,0.279,0.255,1.477,0.17,0.101,0.89,0.51
08/05/2017 3:32:00,08/05/2017 4:02:00,0.766,0.462,42.658,0.167,27.159,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/05/2017 4:31:00,08/05/2017 5:01:00,1.265,0.657,25.7,0.255,21.877,4.652,,12.273,0.165,4.175,3.929,,0.193192727,4.67828,,0.283672727,0.638,2.071,0.521,0.627,1.414,0.384,0.436,,0.056,0.481,0.219,0.478,0.452,0.648,,,0.098,0.099,0.153,0.159,,,0.144,0.093,,,0.085,,0.089,,,0.083,,,0.059,
08/05/2017 7:30:00,08/05/2017 8:00:00,0.102,0.291,2.613,,1.221,0.254,,0.616,,0.205,0.319,,,0.320218182,,,,0.18,,,0.144,0.119,,,,,,,,0.054,,,,,,,,,,,,,,,,,,,,,,
08/05/2017 8:30:00,08/05/2017 9:00:00,0.266,0.284,27.882,0.099,17.114,3.489,,9.2,0.121,3.129,3.248,,0.178363636,4.725927273,,0.343963636,0.921,2.976,0.828,1.217,2.769,0.595,1.365,0.122,0.181,1.45,0.649,2.484,2.402,1.774,,0.527127273,0.883,0.77,1.684,0.939,0.361,,0.66,0.954,0.079,0.178,0.301,0.073,0.353,0.072,0.095,0.494,,,0.294,0.175
08/05/2017 10:30:00,08/05/2017 11:00:00,0.318,0.465,5.925,0.051,4.527,1.225,,2.78,,0.929,1.138,,,1.324476364,,0.076749091,0.189,0.628,0.155,0.203,0.5,0.192,0.183,,,0.21,0.088,0.306,0.293,0.319,,,0.087,0.084,0.163,0.085,,,0.081,0.125,,,,,0.054,,,0.119,,,0.083,0.054
08/05/2017 12:29:00,08/05/2017 12:59:00,0.126,0.27,4.908,,4.487,0.934,,2.503,,0.849,0.747,,,0.856501818,0.098636364,,0.096,0.338,0.059,,0.225,0.131,,,,0.05,,0.054,0.059,0.065,,,,,,,,,,,,,,,,,,,,,,
08/05/2017 14:29:00,08/05/2017 14:59:00,0.084,0.309,39.099,0.142,25.884,5.917,,15.315,0.211,5.23,5.916,,0.349249091,8.743712727,,0.711556364,1.81,5.816,1.681,2.628,5.607,1.186,3.025,0.282,0.394,3.24,1.513,6.161,5.627,4.45,,1.484050909,2.217,2.206,4.426,2.541,0.866,0.107,1.967,3.078,0.297,0.666,1.08,0.286,1.344,0.371,0.333,2.084,0.199,0.154,1.401,0.78
08/05/2017 15:28:00,08/05/2017 15:58:00,0.181,0.519,18.114,0.064,11.011,2.241,,5.85,0.065,1.965,2.113,,0.115223636,3.0226,,0.216246364,0.55,1.777,0.493,0.725,1.645,0.414,0.828,,0.102,0.89,0.404,1.608,1.489,1.255,,0.369916364,0.601,0.522,1.163,0.657,0.184,,0.599,0.752,0.069,0.157,0.255,0.063,0.3,0.094,0.085,0.501,,,0.319,0.215
08/05/2017 16:28:00,08/05/2017 16:58:00,0.307,0.483,33.007,0.091,23.015,4.925,,13.01,0.167,4.436,4.541,,0.266123636,6.671709091,,0.476043636,1.253,4.013,1.147,1.647,3.661,0.775,1.787,0.145,0.241,1.893,0.892,3.52,3.222,2.56,,0.792203636,1.24,1.154,2.519,1.38,0.439,,1.044,1.598,0.143,0.337,0.562,0.14,0.67,0.18,0.148,0.91,0.078,0.06,0.598,0.389
08/05/2017 17:28:00,08/05/2017 17:58:00,0.269,0.252,23.14,0.064,14.773,3.189,,8.219,0.101,2.788,3.063,,0.162657273,4.404529091,0.060160909,0.332350909,0.844,2.711,0.761,1.165,2.44,0.542,1.247,0.08,0.154,1.309,0.591,2.378,2.173,1.764,,0.585190909,0.848,0.787,1.713,0.974,0.295,,0.732,1.121,0.096,0.224,0.384,0.093,0.463,0.128,0.114,0.672,0.055,,0.427,0.256
08/07/2017 12:21:00,08/07/2017 12:51:00,0.281,0.412,11.096,,6.556,1.271,,3.014,,1.016,1.051,,,1.072463636,,0.053320909,0.156,0.525,0.113,0.145,0.379,0.164,0.124,,,0.126,,0.166,0.153,0.135,,,,,,,,,0.083,,,,,,,,,,,,,
08/07/2017 13:20:00,08/07/2017 13:50:00,0.245,0.407,10.442,,6.248,1.186,,2.866,,0.98,0.868,,,1.01304,,,0.135,0.441,0.089,0.118,0.309,0.155,0.081,,,0.079,,0.1,0.094,0.087,,,,,,,,,,,,,,,,,,,,,,
08/07/2017 14:20:00,08/07/2017 14:50:00,0.226,0.548,10.207,,6.511,1.132,,2.963,,1.007,0.83,,,0.947086364,,0.051545455,0.121,0.409,0.083,0.11,0.305,0.166,0.075,,,0.082,,0.083,0.078,0.092,,,,,,,,,,,,,,,,,,,,,,
08/07/2017 15:20:00,08/07/2017 15:50:00,0.346,0.514,7.216,0.068,3.985,0.696,,1.71,,0.589,0.607,,,0.644516364,,,0.104,0.364,0.076,0.11,0.301,0.205,0.071,,,0.088,,0.103,0.097,0.166,,,,,,,,,,,,,,,,,,,,,,
08/07/2017 16:20:00,08/07/2017 16:50:00,1.659,0.84,5.955,0.287,3.276,0.575,,1.386,,0.472,0.48,,,0.470532727,,,0.07,0.228,,,0.189,0.204,,,,,,,,0.104,,,,,,,,,,,,,,,,,,,,,,
08/07/2017 17:19:00,08/07/2017 17:49:00,0.182,0.385,4.494,,2.271,0.375,,0.889,,0.292,0.316,,,0.303098182,,,,0.17,,,0.126,0.126,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,
08/07/2017 18:19:00,08/07/2017 18:49:00,0.282,0.414,3.374,0.052,1.947,0.271,,0.577,,0.196,0.282,,,0.226317273,,,,0.142,,,0.123,0.125,,,,,,,,0.102,,,,,,,,,,,,,,,,,,,,,,
08/07/2017 19:19:00,08/07/2017 19:49:00,0.417,0.45,3.984,0.085,1.873,0.357,,0.758,,0.251,0.408,,,0.348345455,,,0.064,0.232,,,0.158,0.157,,,,0.054,,,,0.174,,,,,,,,,,,,,,,,,,,,,,
08/07/2017 20:19:00,08/07/2017 20:49:00,0.34,0.375,5.104,0.058,2.704,0.494,,1.115,,0.372,0.518,,,0.463377273,,,0.081,0.275,,0.063,0.182,0.156,,,,0.062,,,,0.152,,,,,,,,,,,,,,,,,,,,,,
08/07/2017 22:18:00,08/07/2017 22:48:00,0.772,0.648,16.039,0.156,9.913,1.951,,4.746,0.052,1.602,1.757,,0.06968,1.89995,,0.11193,0.316,1.04,0.253,0.316,0.737,0.262,0.257,,,0.299,0.124,0.335,0.324,0.463,,,0.074,0.096,0.144,0.132,,,0.089,0.067,,,0.08,,0.064,,,,,,,
08/07/2017 23:18:00,08/07/2017 23:48:00,1.326,0.95,36.138,0.325,28.032,6.787,,17.218,0.242,5.984,6.756,0.057861818,0.354109091,8.6184,,0.616450909,1.444,4.605,1.279,1.673,3.833,0.746,1.534,0.142,0.197,1.7,0.756,2.439,2.324,2.006,,0.511854545,0.79,0.769,1.554,0.972,0.336,0.051,0.717,0.994,0.101,0.255,0.393,0.099,0.466,0.163,0.122,0.653,0.073,,0.454,0.244
08/08/2017 0:17:00,08/08/2017 0:47:00,0.904,0.595,16.077,0.181,11.448,2.398,,6.269,0.071,2.124,2.381,,0.106509091,2.657059091,,0.171890909,0.44,1.418,0.358,0.456,0.958,0.304,0.337,,,0.342,0.14,0.37,0.351,0.46,,,0.076,0.075,0.09,0.142,,,0.082,,,,0.052,,0.084,,,,,,,
08/08/2017 1:17:00,08/08/2017 1:47:00,0.308,0.373,11.357,0.05,7.344,1.139,,2.912,,1,0.911,,,0.948734545,,0.059594545,0.15,0.477,0.099,0.158,0.33,0.132,0.105,,,0.098,,0.131,0.108,0.134,,,,,,,,,,,,,,,,,,,,,,
08/08/2017 2:17:00,08/08/2017 2:47:00,0.54,0.559,15.983,0.119,11.124,2.287,,5.43,0.058,1.865,2.071,,0.083923636,2.265804545,,0.163437273,0.347,1.116,0.28,0.366,0.804,0.226,0.289,,,0.3,0.121,0.379,0.343,0.373,,,0.084,0.087,0.151,0.106,,,0.103,0.099,,,0.077,,0.07,,,0.145,,,0.081,
08/08/2017 3:17:00,08/08/2017 3:47:00,0.313,0.419,18.29,0.08,12.435,2.506,,6.539,0.072,2.233,2.249,,0.103061818,2.738807273,,0.175043636,0.458,1.456,0.368,0.484,1.101,0.249,0.397,,,0.382,0.155,0.518,0.473,0.357,,,0.104,0.1,0.158,0.085,,,,0.077,,,,,,,,,,,,
08/08/2017 4:17:00,08/08/2017 4:47:00,0.362,0.506,36.594,0.075,23.17,4.911,,11.818,0.147,4.03,4.037,,0.192345455,4.905621818,,0.308836364,0.843,2.717,0.713,0.885,2.014,0.508,0.779,,0.08,0.8,0.328,1.16,0.985,0.761,,0.127462727,0.232,0.262,0.362,0.21,,,0.123,0.17,,,0.061,,0.072,,,0.061,,,,
08/08/2017 5:16:00,08/08/2017 5:46:00,0.45,0.433,30.532,0.08,23.282,4.411,,11.366,0.139,3.857,2.941,,0.137045455,3.622772727,,0.211636364,0.456,1.495,0.356,0.482,1.123,0.256,0.328,,,0.432,0.189,0.387,0.361,0.283,,,0.07,0.065,0.107,,,,,0.051,,,,,,,,,,,,
08/08/2017 6:16:00,08/08/2017 6:46:00,0.524,0.515,11.269,0.091,6.693,1.552,,3.472,0.09,1.227,1.562,0.059027273,0.101444545,1.355705455,,0.058752727,0.214,0.689,0.163,0.163,0.401,0.198,0.105,,,0.149,0.059,0.124,0.125,0.259,,,,,,,,,,,,,,,,,,,,,,
08/08/2017 7:16:00,08/08/2017 7:46:00,0.415,0.548,8.61,0.062,5.133,0.915,,2.188,,0.746,0.782,,,0.802421818,,,0.119,0.392,0.081,0.102,0.282,0.144,0.065,,,0.079,,0.086,0.085,0.15,,,,,,,,,,,,,,,,,,,,,,
08/08/2017 8:16:00,08/08/2017 8:46:00,0.378,0.49,9.762,0.055,5.302,0.993,,2.34,,0.795,0.911,,,0.952911818,,,0.179,0.613,0.133,0.144,0.435,0.18,0.114,,,0.137,,0.134,0.135,0.173,,,,,,,,,,,,,,,,,,,,,,
08/08/2017 10:15:00,08/08/2017 10:45:00,0.123,0.441,6.093,,3.736,0.932,,1.75,,0.591,0.702,,,0.735122727,,,0.091,0.323,0.059,0.088,0.255,0.122,0.061,,,0.1,,0.114,0.099,0.236,,,,,,0.06,,,,0.129,,,0.071,,0.098,,,0.216,,,0.19,0.078
08/08/2017 11:14:00,08/08/2017 11:44:00,0.292,0.283,6.219,,4.155,0.962,,1.969,,0.656,0.752,,,0.786098182,,,0.089,0.319,0.057,0.079,0.261,0.131,0.057,,,0.083,,0.089,0.086,0.179,,,,,,,,,0.084,0.094,,,0.061,,0.069,,,0.215,,,0.21,0.116
08/08/2017 12:14:00,08/08/2017 12:44:00,0.158,0.391,11.738,,7.805,1.536,,3.798,,1.275,1.192,,,1.478511818,,0.085208182,0.214,0.714,0.166,0.209,0.593,0.169,0.173,,,0.219,0.079,0.208,0.228,0.236,,,,,0.072,,,,0.072,0.117,,,0.051,,0.063,,,0.204,,,0.164,0.086
08/08/2017 13:14:00,08/08/2017 13:44:00,0.267,0.371,20.875,,12.435,2.612,,5.906,0.058,1.988,1.966,,0.087187273,2.337107273,,0.143061818,0.364,1.174,0.295,0.376,0.923,0.247,0.296,,,0.355,0.158,0.442,0.449,0.475,,,0.098,0.104,0.156,0.127,,,0.213,0.218,,0.07,0.119,,0.135,,,0.358,,,0.308,0.159
08/08/2017 15:14:00,08/08/2017 15:44:00,0.177,0.362,2.803,,1.211,0.189,,0.394,,0.13,0.231,,,0.140218182,0.149236364,,,0.107,,,0.076,0.127,,,,,,,,0.104,,,,,,,,,,,,,,,,,,,,,,
08/08/2017 16:13:00,08/08/2017 16:43:00,0.174,0.461,2.535,,0.962,0.151,,0.355,,0.107,0.221,,,0.115334545,0.13846,,,0.087,,,0.063,0.121,,,,,,,,0.082,,,,,,,,,,,,,,,,,,,,,,
08/08/2017 17:13:00,08/08/2017 17:43:00,0.15,0.42,2.85,,1.049,0.144,,0.373,,0.117,0.196,,,0.101323636,0.127685455,,,0.087,,,0.062,0.113,,,,,,,,0.066,,,,,,,,,,,,,,,,,,,,,,
08/08/2017 18:13:00,08/08/2017 18:43:00,0.182,0.63,2.516,,0.927,0.173,,0.337,,0.11,0.285,,,0.158258182,0.129362727,,,0.14,,,0.081,0.139,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,
08/08/2017 19:12:00,08/08/2017 19:42:00,0.438,0.576,3.448,0.076,1.485,0.246,,0.441,,0.149,0.399,,,0.215585455,0.161018182,,0.055,0.193,,,0.116,0.159,,,,0.057,,,,0.256,,,,,,0.052,,,0.055,,,,,,,,,,,,,
08/08/2017 20:12:00,08/08/2017 20:42:00,0.48,0.565,3.536,0.119,1.469,0.28,,0.49,,0.162,0.444,,,0.25725,0.1497,,0.069,0.25,,,0.166,0.167,,,,0.072,,,,0.311,,,,,,,,,,,,,0.069,,,,,,,,,
08/08/2017 22:12:00,08/08/2017 22:42:00,1.794,0.957,29.152,0.392,26.889,7.205,,15.32,0.203,5.305,7.353,0.062397273,0.322917273,8.031940909,,0.66633,1.305,4.153,1.186,1.553,3.431,0.689,1.397,0.135,0.184,1.452,0.679,1.898,1.831,1.819,0.0736,0.376509091,0.56,0.53,0.96,0.762,0.271,0.056,0.626,0.82,0.086,0.241,0.394,0.099,0.478,0.115,0.131,0.859,0.097,0.06,0.703,0.391
08/08/2017 23:11:00,08/08/2017 23:41:00,0.657,0.568,29.846,0.111,18.138,3.875,,9.101,0.107,3.082,3.018,,0.133178182,3.620705455,,0.194269091,0.559,1.796,0.456,0.557,1.334,0.318,0.435,,,0.475,0.198,0.58,0.546,0.52,,0.062923636,0.143,0.136,0.212,0.185,,,0.206,0.173,,,0.077,,0.086,,,0.136,,,0.084,0.07
08/09/2017 0:11:00,08/09/2017 0:41:00,0.814,0.558,26.546,0.114,15.336,3.083,,6.97,0.082,2.4,2.447,,0.110618182,2.657448182,,0.149180909,0.421,1.375,0.339,0.367,0.896,0.269,0.282,,,0.308,0.119,0.357,0.33,0.457,,,0.062,0.073,0.076,0.131,,,0.068,0.052,,,0.056,,,,,,,,,
08/09/2017 1:11:00,08/09/2017 1:41:00,0.634,0.496,46.999,0.103,30.689,6.511,,18.441,0.256,6.384,6.846,,0.408,9.636527273,,0.659136364,1.753,5.585,1.497,2.009,4.723,0.954,1.873,0.169,0.232,1.895,0.868,2.803,2.765,2.164,,0.556827273,0.859,0.781,1.568,0.898,0.263,,0.797,0.875,0.075,0.203,0.317,0.078,0.371,0.059,0.076,0.455,0.059,,0.262,0.167
08/09/2017 2:11:00,08/09/2017 2:41:00,0.563,0.464,17.859,0.093,11.147,2.354,,5.863,0.058,1.985,2.243,,0.106952727,2.59065,,0.191830909,0.453,1.448,0.389,0.506,1.137,0.31,0.404,,0.052,0.423,0.169,0.549,0.531,0.676,,0.107419091,0.138,0.136,0.253,0.208,,,0.142,0.142,,0.05,0.086,,0.086,,,0.117,,,0.07,
08/09/2017 3:10:00,08/09/2017 3:40:00,0.586,0.533,23.405,0.079,12.999,2.474,,5.735,0.064,1.942,2.055,,0.088501818,2.189872727,,0.132909091,0.348,1.118,0.288,0.334,0.769,0.234,0.247,,,0.274,0.106,0.317,0.285,0.541,0.0704,,0.062,0.073,0.068,0.115,,,0.058,,,,0.071,,,,,,,,,
08/09/2017 4:10:00,08/09/2017 4:40:00,0.76,0.499,24.06,0.103,13.323,2.608,,5.989,0.07,2.027,2.374,,0.137928182,2.512117273,0.050484545,0.166866364,0.421,1.354,0.357,0.398,0.917,0.278,0.309,,0.055,0.347,0.154,0.401,0.372,0.762,0.0937,0.052214545,0.081,0.14,0.124,0.214,,,0.179,0.069,,0.066,0.11,,0.105,,,0.053,,,,
08/09/2017 5:10:00,08/09/2017 5:40:00,1.131,0.807,17.606,0.212,9.629,1.994,,4.652,0.062,1.576,2.155,0.06264,0.151221818,2.198569091,0.055521818,0.144894545,0.404,1.342,0.335,0.423,0.897,0.313,0.294,,,0.374,0.15,0.367,0.36,0.833,0.0677,,0.079,0.101,0.118,0.231,,,0.18,0.078,,0.072,0.124,,0.118,,,0.066,,,,
08/09/2017 6:10:00,08/09/2017 6:40:00,0.525,0.679,4.679,0.137,1.832,0.376,,0.775,,0.256,0.593,,,0.420954545,0.119636364,,0.1,0.335,0.066,0.082,0.201,0.163,,,,0.105,,0.063,0.074,0.327,,,,,,,,,0.112,,,,,,,,,,,,,
08/09/2017 7:09:00,08/09/2017 7:39:00,0.862,0.67,8.666,0.228,5.892,1.466,,3.778,0.05,1.292,1.675,,0.09744,1.57632,0.23328,0.08512,0.284,0.93,0.217,0.214,0.551,0.245,0.139,,,0.195,0.075,0.131,0.144,0.473,,,,,,0.095,,,0.072,,,,0.066,,,,,,,,,
08/09/2017 8:09:00,08/09/2017 8:39:00,0.537,0.702,2.901,0.128,1.414,0.237,,0.573,,0.191,0.471,,,0.296716364,0.155438182,,0.073,0.271,,,0.138,0.161,,,,0.071,,,,0.351,,,,,,,,,,,,,,,,,,,,,,
08/09/2017 13:58:00,08/09/2017 14:28:00,0.07,0.251,5.652,,2.926,0.537,0.097,1.323,,0.419,0.414,,,0.444923525,,,0.067,0.187,0.054,,0.165,0.114,0.054,,,0.06,,0.066,0.068,0.095,,,,,0.051,0.051,,,,,,,,,,,,,,,,
08/09/2017 17:10:00,08/09/2017 17:40:00,0.154,0.272,6.97,0.063,4.541,0.859,0.108,2.063,,0.666,0.699,,,0.817244407,0.079715932,,0.132,0.413,0.112,0.13,0.326,0.149,0.088,,,0.107,,0.099,0.098,0.162,,,,,0.055,,,,,,,,,,,,,,,,,
08/09/2017 18:10:00,08/09/2017 18:40:00,0.131,0.288,4.578,,2.429,0.442,0.119,1.027,,0.332,0.428,,,0.441550508,0.099112881,,0.117,0.352,0.106,0.176,0.342,0.177,0.19,,,0.213,0.104,0.409,0.37,0.384,,0.112537695,0.169,0.139,0.367,0.241,0.082,,0.171,0.246,,0.071,0.099,,0.101,,,0.159,,,0.086,
08/09/2017 19:09:00,08/09/2017 19:39:00,0.167,0.248,6.792,0.054,3.677,0.674,0.119,1.538,,0.499,0.527,,,0.578996746,0.086352746,,0.109,0.34,0.096,0.122,0.259,0.133,0.102,,,0.114,,0.134,0.123,0.141,,,,,0.064,,,,0.069,,,,,,,,,,,,,
08/09/2017 20:09:00,08/09/2017 20:39:00,0.364,0.389,5.078,0.09,2.543,0.578,0.135,1.141,,0.364,0.502,,,0.444885898,0.091703797,,0.085,0.252,0.082,0.089,0.202,0.138,,,,0.09,,,0.062,0.231,,,,,,,,,,,,,,,,,,,,,,
08/09/2017 21:09:00,08/09/2017 21:39:00,0.316,0.303,4.999,0.067,2.267,0.485,0.143,0.958,,0.306,0.462,,,0.347616068,0.072442373,,0.078,0.221,0.066,0.074,0.146,0.136,0.069,,,0.098,,0.066,0.068,0.209,,,,,,0.083,0.052,,0.059,,,,,,,,,,,,,
08/09/2017 22:08:00,08/09/2017 22:38:00,0.414,0.303,5.639,0.073,2.383,0.503,0.144,0.937,,0.304,0.471,,,0.369823729,0.055149153,,0.086,0.231,0.077,0.081,0.152,0.138,0.064,,,0.094,,,0.058,0.233,,,,,,0.087,,,,,,,,,,,,,,,,
08/09/2017 23:08:00,08/09/2017 23:38:00,0.466,0.347,5.44,0.092,2.183,0.43,0.135,0.922,,0.301,0.464,,,0.428605966,,,0.125,0.376,0.121,0.202,0.396,0.184,0.258,,,0.287,0.138,0.533,0.462,0.603,,0.157322576,0.222,0.204,0.479,0.624,0.299,,0.437,0.402,,0.102,0.159,,0.193,0.053,0.052,0.218,,,0.137,0.06
08/10/2017 0:08:00,08/10/2017 0:38:00,0.536,0.414,6.588,0.086,2.492,0.474,0.145,0.946,,0.307,0.454,,,0.386254983,0.059162102,,0.084,0.236,0.073,0.077,0.153,0.143,0.061,,,0.09,,0.053,0.062,0.261,,,,,,0.334,0.262,,0.253,,,,,,,,,,,,,
08/10/2017 1:08:00,08/10/2017 1:38:00,0.424,0.388,11.833,0.104,5.677,1.218,0.146,2.342,,0.76,1.027,,,0.955268407,0.069773627,0.074638983,0.192,0.615,0.184,0.271,0.535,0.206,0.295,,,0.325,0.165,0.638,0.514,0.742,,0.184883525,0.267,0.257,0.589,0.492,0.254,,0.459,0.529,0.055,0.132,0.214,,0.236,0.098,0.077,0.359,,,0.219,0.11
08/10/2017 2:08:00,08/10/2017 2:38:00,0.669,0.421,20.313,0.128,11.878,2.393,0.145,5.32,0.093,1.713,2.099,,0.11194678,2.301536678,0.107602576,0.15104461,0.434,1.391,0.388,0.456,1.032,0.283,0.394,,,0.384,0.189,0.566,0.475,0.556,,0.156836881,0.113,0.111,0.198,0.168,0.071,,0.12,0.084,,,0.052,,0.067,,,0.063,,,,
08/10/2017 4:07:00,08/10/2017 4:37:00,0.535,0.716,8.086,0.1,4.744,0.846,0.143,2.092,,0.684,0.884,,,0.780608068,0.059333898,0.056960542,0.148,0.461,0.136,0.154,0.309,0.156,0.108,,,0.133,0.06,0.099,0.099,0.328,0.0516,,,,0.055,0.087,0.056,,0.08,,,,,,0.05,,,0.053,,,,
08/10/2017 5:07:00,08/10/2017 5:37:00,0.589,0.4,18.846,0.276,13.365,3.914,0.191,6.726,0.117,2.184,3.909,,0.150483932,3.034152203,,0.383039661,0.502,1.652,0.507,0.768,1.472,0.339,0.876,0.064,0.113,0.861,0.431,1.737,1.395,1.485,,0.517132,0.693,0.718,1.496,1.114,0.385,,0.866,1.457,0.142,0.33,0.539,0.138,0.646,0.234,0.176,0.937,0.081,0.062,0.605,0.335
08/10/2017 6:06:00,08/10/2017 6:36:00,0.381,0.381,11.001,0.09,6.089,1.144,0.146,2.718,0.051,0.88,1.028,,0.051245898,1.081208203,,0.075091864,0.188,0.556,0.169,0.217,0.471,0.187,0.173,,,0.195,0.078,0.246,0.216,0.32,,,0.061,0.055,0.163,0.139,0.067,,0.095,0.07,,,,,,,,0.059,,,,
08/10/2017 7:06:00,08/10/2017 7:36:00,0.686,0.525,32.39,0.156,19.382,3.162,0.156,6.924,0.118,2.284,2.466,,0.120999593,2.686698983,0.061077085,0.167298102,0.481,1.546,0.412,0.502,1.155,0.332,0.442,,0.051,0.515,0.222,0.731,0.616,0.554,,0.116612203,0.187,0.192,0.325,0.237,0.133,,0.132,0.171,,,0.053,,0.055,,,0.075,,,,
08/10/2017 8:06:00,08/10/2017 8:36:00,0.949,0.645,20.465,0.187,18.267,3.917,0.167,10.066,0.171,3.276,3.836,,0.188824407,4.224015932,,0.277190508,0.653,2.228,0.57,0.722,1.59,0.376,0.754,0.057,0.09,0.663,0.323,1.335,1.062,1.133,,0.356138644,0.491,0.514,1.061,0.793,0.259,,0.633,1.098,0.099,0.251,0.406,0.104,0.514,0.198,0.146,0.829,0.079,,0.552,0.293
