StartTime_[LST],EndTime_[LST],WindSpeed_[m/s],WindDirection_[degrees],RH_[percent],T(ambient)_[C],P(barometric)_[mmHG],T(shelter)_[C],SolarRadiation_[W/m2],VOC(pid)_[ppbV],PM2.5(LTP)_[ug/m3],PM10(LTP)_[ug/m3],CO2_[ppmV],CH4_[ppmV],NO_[ppbV],NO2_[ppbV],NOx_[ppbV],O3_[ppbV]
02/16/2020 6:56:00,02/16/2020 6:56:59,2.1,129.2,62.5,-0.9,624.223,22.4,11.032,,5.5,7.1,432.95,2.123,0.959,14.309,15.269,31.756
02/16/2020 6:57:00,02/16/2020 6:57:59,2.8,230.1,62.9,-1.1,624.22,22.4,11.416,,5.9,9.1,432.35,2.128,0.957,14.305,15.263,30.205
02/16/2020 6:58:00,02/16/2020 6:58:59,3.3,263.3,66.4,-2.8,624.217,22.4,10.142,,5.7,7.5,442.25,2.204,0.954,14.2,15.158,27.397
02/16/2020 6:59:00,02/16/2020 6:59:59,1.5,216.8,69.9,-2.9,624.21,22.3,8.531,,5.4,7,442.35,2.21,0.972,14.217,15.191,24.162
02/16/2020 7:00:00,02/16/2020 7:00:59,3.1,198.5,68.4,-2.3,624.203,22.3,9.298,,5.5,7.9,436.05,2.153,0.971,14.225,15.197,25.317
02/16/2020 7:01:00,02/16/2020 7:01:59,5.4,233.3,67.4,-2.5,624.197,22.3,11.22,,5.7,7.5,438.55,2.168,0.98,14.28,15.26,27.441
02/16/2020 7:02:00,02/16/2020 7:02:59,6.2,233.8,69,-2.9,624.193,22.3,12.393,,5.6,6.9,437.85,2.159,0.987,14.443,15.43,29.487
02/16/2020 7:03:00,02/16/2020 7:03:59,4.5,211.8,70.5,-3,624.197,22.3,12.171,,5.4,6,440.95,2.175,1.003,14.575,15.578,30.745
02/16/2020 7:04:00,02/16/2020 7:04:59,3.8,174.1,66.4,-1.5,624.203,22.3,13.85,,5.4,5.8,435.65,2.118,0.997,14.553,15.541,31.181
02/16/2020 7:05:00,02/16/2020 7:05:59,3.7,159.6,64.5,-1.8,624.213,22.3,16.453,,5.5,5.9,435.35,2.113,1.002,14.501,15.504,32.802
02/16/2020 7:06:00,02/16/2020 7:06:59,4.4,139.6,65,-1.4,624.223,22.3,17.09,,5.5,6.2,435.65,2.11,1,14.431,15.432,30.87
02/16/2020 7:07:00,02/16/2020 7:07:59,4.9,130.3,63.3,-1.2,624.233,22.3,18.946,,5.7,7.2,433.65,2.089,0.982,14.225,15.208,32.454
02/16/2020 7:08:00,02/16/2020 7:08:59,4.4,129.3,64,-1.3,624.24,22.2,20.564,,5.8,7.1,435.45,2.103,0.97,14.149,15.119,33.599
02/16/2020 7:09:00,02/16/2020 7:09:59,3.9,150.9,63.9,-1.4,624.253,22.2,22.696,,5.9,7.5,435.35,2.101,0.964,14.095,15.061,35.617
02/16/2020 7:10:00,02/16/2020 7:10:59,4.6,145.7,66.6,-2.1,624.27,22.2,23,,6.1,7.4,438.35,2.124,0.972,14.062,15.034,36.293
02/16/2020 7:11:00,02/16/2020 7:11:59,4.9,162.9,67,-1.9,624.287,22.2,24.009,,6.4,7.5,438.75,2.123,0.975,14.07,15.046,34.171
02/16/2020 7:12:00,02/16/2020 7:12:59,2.2,193.7,67,-1.9,624.303,22.3,25.953,,6.3,7.3,438.45,2.114,0.996,14.09,15.086,32.214
02/16/2020 7:13:00,02/16/2020 7:13:59,1.4,177.3,68,-2.2,624.317,22.4,27.398,,6.4,7.5,438.05,2.111,1.01,14.157,15.168,32.9
02/16/2020 7:14:00,02/16/2020 7:14:59,1.7,177.2,67.4,-2,624.33,22.4,29.863,,6.5,8.5,437.15,2.105,1.02,14.186,15.207,31.123
02/16/2020 7:15:00,02/16/2020 7:15:59,1.3,176.6,66.5,-1.8,624.35,22.4,33.504,,6,7.8,436.85,2.099,1.032,14.206,15.242,30.443
02/16/2020 7:16:00,02/16/2020 7:16:59,0.8,25.3,66.9,-1.8,624.373,22.4,36.719,,5.8,7.3,436.75,2.095,1.058,14.193,15.252,30.897
02/16/2020 7:17:00,02/16/2020 7:17:59,2,328.6,66.3,-1.7,624.393,22.4,39.358,,5.9,7.3,436.85,2.093,1.07,14.162,15.233,30.541
02/16/2020 7:18:00,02/16/2020 7:18:59,4.2,323.9,65.2,-1.4,624.41,22.4,41.636,,6.1,7.5,436.85,2.088,1.085,14.094,15.18,31.436
02/16/2020 7:19:00,02/16/2020 7:19:59,4.8,329.3,65.8,-2,624.423,22.4,44.129,,5.9,7.2,440.05,2.129,1.103,14.008,15.112,30.252
02/16/2020 7:20:00,02/16/2020 7:20:59,5.2,334.6,67.9,-2.6,624.437,22.4,46.136,,5.4,6.6,442.95,2.158,1.126,14.037,15.167,26.943
02/16/2020 7:21:00,02/16/2020 7:21:59,3.2,348.8,69.5,-2.8,624.457,22.4,47.85,,5.6,6.5,443.55,2.187,1.178,14.086,15.272,28.116
02/16/2020 7:22:00,02/16/2020 7:22:59,2.2,16.3,69.4,-2.6,624.48,22.4,49.843,,5.3,6.1,443.15,2.183,1.24,14.134,15.374,28.323
02/16/2020 7:23:00,02/16/2020 7:23:59,1.3,322.5,69,-2.7,624.5,22.4,51.743,,5.4,7.1,442.85,2.184,1.288,14.201,15.49,26.207
02/16/2020 7:24:00,02/16/2020 7:24:59,2.1,244.3,69.5,-2.7,624.523,22.4,54.881,,5.7,8.6,443.85,2.183,1.34,14.297,15.637,25.355
02/16/2020 7:25:00,02/16/2020 7:25:59,2.4,281.4,70.8,-3,624.543,22.4,58.212,,6,9.3,444.95,2.196,1.409,14.418,15.827,25.753
02/16/2020 7:26:00,02/16/2020 7:26:59,1.1,293.3,71,-3.1,624.563,22.4,60.265,,6,7.2,444.75,2.209,1.475,14.51,15.992,25.853
02/16/2020 7:27:00,02/16/2020 7:27:59,0.9,57.5,70.6,-2.8,624.583,22.4,61.614,,6,7.6,443.15,2.195,1.535,14.591,16.127,25.939
02/16/2020 7:28:00,02/16/2020 7:28:59,1.3,102.2,70,-2.8,624.6,22.4,63.912,,5.7,7.6,443.05,2.193,1.552,14.575,16.127,26.798
02/16/2020 7:29:00,02/16/2020 7:29:59,2,251.7,70,-2.7,624.613,22.4,67.318,,5.7,8.1,444.45,2.204,1.595,14.55,16.145,26.989
02/16/2020 7:30:00,02/16/2020 7:30:59,3.9,279.1,70,-2.7,624.627,22.4,75.95,,6,8.1,444.75,2.191,1.643,14.558,16.201,26.707
02/16/2020 7:31:00,02/16/2020 7:31:59,2.7,275.9,69.8,-2.8,624.64,22.4,80.031,,5.9,7.3,445.15,2.234,1.701,14.585,16.289,26.21
02/16/2020 7:32:00,02/16/2020 7:32:59,1.5,248.9,70,-2.7,624.657,22.4,81.486,,6,7.4,445.45,2.257,1.769,14.687,16.462,26.354
02/16/2020 7:33:00,02/16/2020 7:33:59,1.7,144.8,69.2,-2.5,624.673,22.3,77.129,,6.1,8.1,443.45,2.245,1.824,14.757,16.581,26.749
02/16/2020 7:34:00,02/16/2020 7:34:59,2.2,143,70,-2.7,624.687,22.3,79.081,,6,8.3,445.05,2.253,1.867,14.835,16.703,27.466
02/16/2020 7:35:00,02/16/2020 7:35:59,2.8,146.9,70,-2.6,624.7,22.2,84.283,,6.2,7.4,444.15,2.23,1.937,14.924,16.862,26.935
02/16/2020 7:36:00,02/16/2020 7:36:59,1.4,113.1,70,-2.8,624.717,22.2,76.333,,6.1,7.1,444.05,2.227,1.996,14.966,16.963,27.151
02/16/2020 7:37:00,02/16/2020 7:37:59,1.5,1.9,70,-2.6,624.73,22.2,69.915,,6.1,7,444.05,2.231,2.035,15.056,17.091,26.398
02/16/2020 7:38:00,02/16/2020 7:38:59,3.1,316.6,70,-2.5,624.747,22.2,69.248,,5.9,6.8,444.05,2.215,2.069,15.149,17.225,25.018
02/16/2020 7:39:00,02/16/2020 7:39:59,3.3,323.6,69.8,-2.5,624.763,22.2,71.022,,6,7,447.35,2.243,2.13,15.251,17.381,25.612
02/16/2020 7:40:00,02/16/2020 7:40:59,2.1,325.5,69.1,-2.5,624.773,22.2,73.856,,5.9,7.2,446.35,2.221,2.148,15.35,17.498,26.461
02/16/2020 7:41:00,02/16/2020 7:41:59,1.3,290,69,-2.5,624.787,22.2,77.707,,5.8,7.7,446.65,2.233,2.163,15.456,17.619,25.773
02/16/2020 7:42:00,02/16/2020 7:42:59,1.4,214.5,68.3,-2.2,624.797,22.2,82.957,,6.1,7.4,443.95,2.236,2.176,15.523,17.699,26.85
02/16/2020 7:43:00,02/16/2020 7:43:59,2.5,161.7,67.7,-2.2,624.81,22.2,86.931,,6.2,7.5,441.15,2.188,2.157,15.512,17.669,29.292
02/16/2020 7:44:00,02/16/2020 7:44:59,2.7,160.1,69,-2.5,624.827,22.2,92.833,,5.9,6.9,445.95,2.229,2.174,15.59,17.764,28.183
02/16/2020 7:45:00,02/16/2020 7:45:59,2.4,170,69,-2.6,624.843,22.3,101.224,,6.1,8.7,445.35,2.226,2.2,15.651,17.851,27.549
02/16/2020 7:46:00,02/16/2020 7:46:59,2.6,186.6,69.5,-2.7,624.853,22.3,102.424,,6.1,7.7,444.85,2.237,2.215,15.679,17.895,27.985
02/16/2020 7:47:00,02/16/2020 7:47:59,3.7,189,70.3,-2.8,624.86,22.4,120.141,,5.7,6.8,444.95,2.246,2.209,15.654,17.864,27.643
02/16/2020 7:48:00,02/16/2020 7:48:59,3.6,166.8,70.6,-2.8,624.87,22.4,109.756,,5.9,7.5,444.15,2.249,2.239,15.517,17.755,26.698
02/16/2020 7:49:00,02/16/2020 7:49:59,2.4,150.7,71,-2.7,624.887,22.4,124.368,,5.7,6.9,443.85,2.248,2.262,15.413,17.677,25.889
02/16/2020 7:50:00,02/16/2020 7:50:59,1.5,126.6,70.6,-2.6,624.907,22.5,143.388,,5.9,6.6,443.15,2.244,2.285,15.368,17.653,26.663
02/16/2020 7:51:00,02/16/2020 7:51:59,1.4,3.9,70,-2.4,624.92,22.5,114.903,,6.3,8.5,442.85,2.237,2.321,15.369,17.69,27.826
02/16/2020 7:52:00,02/16/2020 7:52:59,2.2,321.3,70,-2.5,624.933,22.5,151.186,,6.1,8.8,443.15,2.24,2.325,15.286,17.612,28.676
02/16/2020 7:53:00,02/16/2020 7:53:59,3.7,318.7,70,-2.6,624.947,22.5,178.468,,5.9,7.7,445.25,2.248,2.333,15.195,17.528,28.827
02/16/2020 7:54:00,02/16/2020 7:54:59,2.8,306.4,70.7,-3.2,624.957,22.5,179.015,,6.2,8.3,445.65,2.441,2.356,15.197,17.555,27.159
02/16/2020 7:55:00,02/16/2020 7:55:59,1.5,262.5,71.3,-3.1,624.967,22.5,193.832,,6.4,9.3,444.95,2.45,2.401,15.188,17.59,26.36
02/16/2020 7:56:00,02/16/2020 7:56:59,2.2,220.8,70.6,-2.7,624.97,22.5,195.742,,6.6,8.9,443.95,2.39,2.436,15.22,17.656,26.727
02/16/2020 7:57:00,02/16/2020 7:57:59,1.8,212.2,70,-2.7,624.97,22.5,197.294,,6.6,8.5,443.55,2.334,2.487,15.174,17.661,29.48
02/16/2020 7:58:00,02/16/2020 7:58:59,1.7,212.1,71,-2.8,624.973,22.5,228.066,,6.5,7.9,445.45,2.422,2.559,15.14,17.7,30.366
02/16/2020 7:59:00,02/16/2020 7:59:59,2.1,208.3,70.8,-2.6,624.973,22.6,230.84,,6.5,7.9,444.75,2.377,2.639,15.146,17.786,27.902
02/16/2020 8:00:00,02/16/2020 8:00:59,2.2,176.2,68.2,-2.1,624.977,22.6,247.009,,6.5,8.8,442.05,2.273,2.697,15.121,17.82,29.817
02/16/2020 8:01:00,02/16/2020 8:01:59,2.9,135.9,66.8,-1.7,624.977,22.6,252.075,,6.3,8.5,441.45,2.258,2.734,15.08,17.815,32.155
02/16/2020 8:02:00,02/16/2020 8:02:59,3.5,139.1,65.6,-1.4,624.977,22.6,268.962,,6.4,7.6,441.35,2.236,2.756,14.961,17.718,33.957
02/16/2020 8:03:00,02/16/2020 8:03:59,2.2,213.7,65.6,-1.2,624.973,22.6,262.889,,6.5,8,441.35,2.205,2.779,14.84,17.62,33.108
02/16/2020 8:04:00,02/16/2020 8:04:59,4.2,294.3,66.6,-1.8,624.973,22.6,258.586,,6.6,9.1,444.45,2.309,2.834,14.761,17.596,30.965
02/16/2020 8:05:00,02/16/2020 8:05:59,3.2,303,67.9,-1.9,624.97,22.6,262.009,,6.8,9.5,444.35,2.326,2.884,14.724,17.609,30.705
02/16/2020 8:06:00,02/16/2020 8:06:59,3.6,312.8,68,-2,624.963,22.6,276.213,,6.8,9.2,445.45,2.346,2.925,14.736,17.671,29.992
02/16/2020 8:07:00,02/16/2020 8:07:59,2.4,311.9,68,-2.2,624.957,22.6,267.864,,6.5,6.9,443.65,2.432,2.977,14.746,17.723,28.691
02/16/2020 8:08:00,02/16/2020 8:08:59,1.8,289.4,68,-2.1,624.943,22.6,272.855,,6.7,8.1,443.35,2.4,3.042,14.732,17.775,29.735
02/16/2020 8:09:00,02/16/2020 8:09:59,1.8,262.5,66.4,-1.8,624.927,22.6,273.063,,6.7,9.1,441.45,2.353,3.112,14.746,17.858,31.09
02/16/2020 8:10:00,02/16/2020 8:10:59,2.5,222.9,66,-1.8,624.913,22.6,212.27,,6.4,8.2,441.65,2.385,3.156,14.752,17.908,31.171
02/16/2020 8:11:00,02/16/2020 8:11:59,2.4,201.3,66.6,-2,624.9,22.7,173.203,,6.4,8.6,441.45,2.391,3.165,14.8,17.968,30.279
02/16/2020 8:12:00,02/16/2020 8:12:59,2.3,179.2,68,-2.1,624.89,22.7,198.654,,6.5,7.7,442.55,2.419,3.162,14.827,17.988,29.003
02/16/2020 8:13:00,02/16/2020 8:13:59,2,180.2,68,-2.1,624.883,22.7,157.584,,6.7,8,442.15,2.403,3.133,14.844,17.978,29.583
02/16/2020 8:14:00,02/16/2020 8:14:59,1.6,182.2,68.2,-2.2,624.873,22.7,156.895,,6.7,8.2,442.25,2.404,3.096,14.793,17.889,30.78
02/16/2020 8:15:00,02/16/2020 8:15:59,1.2,196.4,69,-2.1,624.86,22.7,162.6,,6.7,8,442.35,2.404,3.065,14.761,17.826,30.124
02/16/2020 8:16:00,02/16/2020 8:16:59,1.6,245.9,68,-2,624.85,22.7,159.509,,7.1,8.3,442.55,2.39,3.023,14.762,17.786,28.826
02/16/2020 8:17:00,02/16/2020 8:17:59,2.7,248.7,69,-1.9,624.843,22.7,158.517,,7.2,8.4,442.45,2.399,3,14.721,17.716,29.581
02/16/2020 8:18:00,02/16/2020 8:18:59,2.5,224.3,69.1,-1.8,624.833,22.8,164.405,,7.1,8.8,442.55,2.415,2.974,14.762,17.735,29.536
02/16/2020 8:19:00,02/16/2020 8:19:59,2.4,222.3,68.4,-1.9,624.82,22.8,164.815,,7.1,9,442.05,2.442,2.974,14.757,17.731,28.081
02/16/2020 8:20:00,02/16/2020 8:20:59,1.9,219.4,67.1,-1.8,624.803,22.8,164.501,,7.1,8.4,441.35,2.406,2.961,14.766,17.727,29.827
02/16/2020 8:21:00,02/16/2020 8:21:59,1.2,175.4,64.6,-1.4,624.79,22.8,168.435,,7.2,9.3,438.05,2.284,2.947,14.745,17.692,32.349
02/16/2020 8:22:00,02/16/2020 8:22:59,1.5,144.4,64,-1.3,624.773,22.9,174.884,,7.2,9.2,438.95,2.313,2.911,14.703,17.615,32.155
02/16/2020 8:23:00,02/16/2020 8:23:59,2.1,156.9,64,-1.3,624.753,23,184.666,,6.9,8.8,439.65,2.327,2.902,14.681,17.582,31.253
02/16/2020 8:24:00,02/16/2020 8:24:59,2.3,156.9,64.4,-1.1,624.727,23,202.579,,6.8,8.6,438.65,2.289,2.897,14.645,17.542,31.08
02/16/2020 8:25:00,02/16/2020 8:25:59,2.2,163.8,64.8,-1,624.7,23.1,219.993,,6.7,8.8,438.95,2.269,2.89,14.615,17.506,31.008
02/16/2020 8:26:00,02/16/2020 8:26:59,2,170.7,64,-0.8,624.68,23.1,222.808,,6.8,7.4,439.45,2.233,2.888,14.534,17.422,31.53
02/16/2020 8:27:00,02/16/2020 8:27:59,1.7,199.6,63.5,-0.8,624.663,23.1,231.506,,6.9,8.3,439.35,2.232,2.893,14.486,17.379,32.663
02/16/2020 8:28:00,02/16/2020 8:28:59,0.7,230.7,63.1,-0.6,624.647,23.1,244.192,,6.9,10.1,439.25,2.238,2.905,14.47,17.376,32.112
02/16/2020 8:29:00,02/16/2020 8:29:59,1.1,305.1,63,-0.5,624.633,23.1,250.883,,7.1,10.4,439.35,2.236,2.961,14.468,17.429,31.891
02/16/2020 8:30:00,02/16/2020 8:30:59,1.9,313.9,63.9,-0.8,624.617,23.1,240.967,,7.1,8.8,441.95,2.308,3.043,14.473,17.516,31.21
02/16/2020 8:31:00,02/16/2020 8:31:59,2,315,64.3,-0.8,624.6,23.1,240.012,,7.1,9.2,443.95,2.332,3.205,14.523,17.728,29.521
02/16/2020 8:32:00,02/16/2020 8:32:59,1.9,316.8,64,-0.7,624.58,23.1,237.416,,7.4,10.8,442.35,2.289,3.307,14.587,17.895,30.54
02/16/2020 8:33:00,02/16/2020 8:33:59,3.7,303.1,64,-0.9,624.56,23.1,233.409,,6.9,10.9,442.05,2.291,3.396,14.653,18.049,31.175
02/16/2020 8:34:00,02/16/2020 8:34:59,4.4,302.5,66.3,-1.9,624.537,23.1,214.281,,7.2,9.7,445.75,2.633,3.541,14.811,18.386,29.816
02/16/2020 8:35:00,02/16/2020 8:35:59,2.9,301.7,68.5,-2.2,624.517,23.1,200.566,,7.5,9.3,445.55,2.694,3.658,14.899,18.562,29.79
02/16/2020 8:36:00,02/16/2020 8:36:59,1.5,327.5,68.7,-2,624.497,23.1,196.541,,7.2,8.5,445.35,2.663,3.764,14.987,18.751,29.146
02/16/2020 8:37:00,02/16/2020 8:37:59,1.3,54.4,67.5,-1.7,624.483,23.1,195.487,,7,8.8,445.15,2.656,3.839,15.141,18.979,28.561
02/16/2020 8:38:00,02/16/2020 8:38:59,1.8,94.3,67,-1.7,624.47,23.1,190.726,,7.3,10.1,444.25,2.666,3.853,15.293,19.147,28.652
02/16/2020 8:39:00,02/16/2020 8:39:59,1.8,113.5,67,-1.7,624.457,23.2,190.671,,7.3,9.4,444.15,2.604,3.789,15.383,19.175,28.993
02/16/2020 8:40:00,02/16/2020 8:40:59,2.2,141.6,67.4,-1.6,624.443,23.2,191.817,,7.1,9.6,444.15,2.557,3.811,15.472,19.291,29.427
02/16/2020 8:41:00,02/16/2020 8:41:59,2.6,156.7,69,-1.6,624.427,23.2,194.608,,7.1,9.1,444.35,2.585,3.82,15.592,19.412,29.049
02/16/2020 8:42:00,02/16/2020 8:42:59,3.2,143.6,68.8,-1.7,624.41,23.2,197.262,,7.1,10,444.45,2.595,3.762,15.64,19.402,30.086
02/16/2020 8:43:00,02/16/2020 8:43:59,3.4,134.7,68.9,-1.6,624.393,23.2,201.323,,7.4,10.9,444.45,2.597,3.737,15.719,19.457,29.162
02/16/2020 8:44:00,02/16/2020 8:44:59,4.1,143.8,66.7,-1.1,624.377,23.2,208.957,,7.2,8.6,442.85,2.473,3.698,15.75,19.45,29.442
02/16/2020 8:45:00,02/16/2020 8:45:59,4.4,149,64.3,-0.6,624.36,23.2,217.996,,7.3,9,442.45,2.366,3.661,15.716,19.376,30.359
02/16/2020 8:46:00,02/16/2020 8:46:59,5,154.5,61.9,-0.1,624.343,23.3,222.67,,7.2,9,441.35,2.253,3.618,15.652,19.27,30.891
02/16/2020 8:47:00,02/16/2020 8:47:59,5.2,153.1,60.1,0,624.327,23.3,225.085,,7.2,8,439.95,2.191,3.562,15.649,19.211,32.06
02/16/2020 8:48:00,02/16/2020 8:48:59,5.4,149.8,60.4,0,624.317,23.3,209.895,,6.9,7.4,441.05,2.214,3.498,15.641,19.14,33.175
02/16/2020 8:49:00,02/16/2020 8:49:59,5.1,150.5,60.6,0,624.303,23.3,210.594,,7,7.7,441.65,2.216,3.491,15.562,19.054,32.243
02/16/2020 8:50:00,02/16/2020 8:50:59,4.2,154.2,59.8,0.1,624.29,23.3,210.295,,7,7.6,440.45,2.168,3.479,15.537,19.016,32.456
02/16/2020 8:51:00,02/16/2020 8:51:59,2.7,191.6,59.4,0.2,624.277,23.3,207.567,,7,8.1,439.95,2.139,3.43,15.536,18.953,33.567
02/16/2020 8:52:00,02/16/2020 8:52:59,3.2,318,61.8,-0.3,624.267,23.3,205.316,,6.9,8,443.55,2.37,3.407,15.523,18.928,31.72
02/16/2020 8:53:00,02/16/2020 8:53:59,3.9,359.1,63.7,-0.8,624.26,23.3,204.715,,7.3,9.8,446.15,2.563,3.435,15.622,19.057,29.138
02/16/2020 8:54:00,02/16/2020 8:54:59,3.3,2.9,65.2,-1.1,624.26,23.3,206.629,,7.2,9.7,445.55,2.572,3.474,15.737,19.211,28.878
02/16/2020 8:55:00,02/16/2020 8:55:59,2.9,5.1,65.9,-1.1,624.26,23.3,211.973,,7.2,8.1,446.75,2.565,3.543,15.799,19.343,28.893
02/16/2020 8:56:00,02/16/2020 8:56:59,2.2,357.1,65.7,-1.2,624.26,23.3,218.265,,7.5,9.8,447.15,2.583,3.591,15.933,19.528,29.563
02/16/2020 8:57:00,02/16/2020 8:57:59,1.7,357.4,65.9,-1.2,624.26,23.4,225.978,,7.4,10.6,447.35,2.566,3.601,16.094,19.696,29.823
02/16/2020 8:58:00,02/16/2020 8:58:59,1.2,351.4,65,-1,624.257,23.4,234.119,,7.7,10.5,446.15,2.523,3.646,16.182,19.829,29.571
02/16/2020 8:59:00,02/16/2020 8:59:59,1.8,292.5,65,-0.8,624.257,23.4,241.798,,7.9,11.5,445.75,2.481,3.691,16.302,19.994,29.638
02/16/2020 9:00:00,02/16/2020 9:00:59,3.4,315.9,65.8,-1.3,624.26,23.5,252.514,,8,12.2,444.95,2.505,3.732,16.378,20.11,29.466
02/16/2020 9:01:00,02/16/2020 9:01:59,1.4,309.8,67.4,-1.5,624.267,23.6,262.627,,7.7,10.2,444.55,2.568,3.743,16.354,20.098,30.369
02/16/2020 9:02:00,02/16/2020 9:02:59,1.2,303.3,67.5,-1.4,624.273,23.6,267.736,,7.3,8.9,444.25,2.557,3.743,16.329,20.07,30.448
02/16/2020 9:03:00,02/16/2020 9:03:59,1.4,318.5,67.4,-1.3,624.28,23.6,256.043,,7.1,9.5,445.15,2.556,3.718,16.333,20.051,31.058
02/16/2020 9:04:00,02/16/2020 9:04:59,1.8,334.8,67.6,-1.3,624.287,23.6,250.232,,7.6,11.1,446.75,2.563,3.72,16.277,19.997,30.332
02/16/2020 9:05:00,02/16/2020 9:05:59,1.3,10.3,66.2,-1.2,624.293,23.7,256.589,,8,11.8,444.25,2.503,3.739,16.193,19.933,30.024
02/16/2020 9:06:00,02/16/2020 9:06:59,1.5,6,65.4,-1.2,624.3,23.7,253.704,,7.4,9.8,443.45,2.49,3.733,16.188,19.921,31.711
02/16/2020 9:07:00,02/16/2020 9:07:59,1.3,3.9,65,-1.1,624.303,23.7,245.245,,7.2,10.9,443.15,2.496,3.746,16.148,19.891,31.798
02/16/2020 9:08:00,02/16/2020 9:08:59,1.6,4.9,65,-1.1,624.313,23.7,236.418,,7.3,11.9,443.35,2.486,3.71,16.131,19.835,31.34
02/16/2020 9:09:00,02/16/2020 9:09:59,2.1,347.5,64.4,-1.1,624.323,23.8,233.846,,7.4,12,443.45,2.466,3.711,16.133,19.846,30.48
02/16/2020 9:10:00,02/16/2020 9:10:59,2,343.4,64.5,-1.1,624.33,23.8,231.513,,7.3,12,442.65,2.444,3.715,16.119,19.834,30.801
02/16/2020 9:11:00,02/16/2020 9:11:59,2.3,350.7,65,-1.1,624.34,23.8,229.439,,7.1,9.3,442.25,2.421,3.698,16.11,19.808,30.985
02/16/2020 9:12:00,02/16/2020 9:12:59,3,358.2,64.1,-1.2,624.35,23.8,228.614,,7.2,10.4,442.05,2.399,3.708,16.168,19.877,30.54
02/16/2020 9:13:00,02/16/2020 9:13:59,2.4,0.2,64.2,-1.3,624.357,23.8,230.68,,6.9,10.8,440.25,2.357,3.655,16.18,19.832,32.243
02/16/2020 9:14:00,02/16/2020 9:14:59,2.5,331.8,64,-1.4,624.363,23.8,236.347,,6.5,8,439.95,2.343,3.63,16.09,19.721,32.47
02/16/2020 9:15:00,02/16/2020 9:15:59,2.4,307.4,64.5,-1.6,624.37,23.9,246.101,,6.6,9.6,439.65,2.316,3.597,16.014,19.611,32.198
02/16/2020 9:16:00,02/16/2020 9:16:59,2,301.9,65,-1.6,624.377,23.9,255.201,,6.7,10.4,439.95,2.316,3.596,15.927,19.523,32.792
02/16/2020 9:17:00,02/16/2020 9:17:59,1.1,329.7,65,-1.5,624.38,23.9,289.346,,6.5,9.1,438.75,2.307,3.595,15.818,19.413,32.858
02/16/2020 9:18:00,02/16/2020 9:18:59,1.1,50.5,64.4,-1.3,624.38,23.9,316.708,,6.2,8.1,439.25,2.307,3.598,15.71,19.308,33.258
02/16/2020 9:19:00,02/16/2020 9:19:59,1.4,81.8,63.6,-1.1,624.38,23.9,319.761,,6.4,9,438.65,2.323,3.594,15.598,19.187,33.76
02/16/2020 9:20:00,02/16/2020 9:20:59,0.9,116.1,63,-1,624.38,23.9,303.653,,6.4,9.5,438.35,2.329,3.585,15.439,19.024,34.592
02/16/2020 9:21:00,02/16/2020 9:21:59,0.7,287.2,63.5,-0.8,624.38,24,305.103,,6.2,8.8,437.85,2.323,3.606,15.375,18.981,33.986
02/16/2020 9:22:00,02/16/2020 9:22:59,2.1,294.2,63,-0.9,624.38,24,298.543,,6.3,8.2,439.05,2.345,3.602,15.322,18.924,33.494
02/16/2020 9:23:00,02/16/2020 9:23:59,3.3,308.6,63.9,-1.2,624.38,24,297.452,,6.8,9.3,440.45,2.349,3.659,15.275,18.935,33.009
02/16/2020 9:24:00,02/16/2020 9:24:59,3.5,324.8,64,-1.3,624.38,24,305.251,,6.9,9.4,441.35,2.323,3.681,15.284,18.967,32.325
02/16/2020 9:25:00,02/16/2020 9:25:59,2.9,323.8,64,-1.3,624.38,24.1,317.23,,6.5,7.3,437.95,2.266,3.673,15.319,18.996,33.293
02/16/2020 9:26:00,02/16/2020 9:26:59,2.9,307.4,63.7,-1.4,624.38,24.1,326.623,,6.5,8.1,436.35,2.241,3.685,15.269,18.954,33.88
02/16/2020 9:27:00,02/16/2020 9:27:59,2,313.1,64,-1.5,624.38,24.1,322.843,,6.6,8.5,436.55,2.232,3.7,15.198,18.899,34.124
02/16/2020 9:28:00,02/16/2020 9:28:59,0.3,317,64,-1.2,624.387,24.1,321.888,,6.5,8.4,435.45,2.218,3.709,15.148,18.857,34.475
02/16/2020 9:29:00,02/16/2020 9:29:59,0.7,120.4,62.6,-0.7,624.393,24.1,327.967,,6.8,9.2,435.15,2.219,3.723,15.074,18.797,34.358
02/16/2020 9:30:00,02/16/2020 9:30:59,0.8,144.5,61.6,-0.6,624.403,24.1,313.262,,6.7,10,434.85,2.218,3.736,15.001,18.737,34.13
02/16/2020 9:31:00,02/16/2020 9:31:59,0.7,137.8,62.8,-0.5,624.407,24,300.98,,6.6,9.3,435.65,2.224,3.724,14.949,18.673,34.061
02/16/2020 9:32:00,02/16/2020 9:32:59,0.5,338.5,62.8,-0.3,624.41,24.1,295.47,,6.8,9.6,436.15,2.228,3.714,14.883,18.598,33.386
02/16/2020 9:33:00,02/16/2020 9:33:59,1.1,2.3,62.1,-0.2,624.41,24.1,294.56,,6.7,10.1,435.55,2.227,3.724,14.863,18.588,33.446
02/16/2020 9:34:00,02/16/2020 9:34:59,2,319.7,61.7,-0.4,624.41,24.1,296.021,,6.9,10.3,436.45,2.229,3.72,14.881,18.602,34.222
