StartTime_[LST],EndTime_[LST],WindSpeed_[m/s],RH_[percent],T(ambient)_[C],P(barometric)_[mmHG],T(shelter)_[C],SolarRadiation_[W/m2],PM2.5(LTP)_[ug/m3],PM10(LTP)_[ug/m3],CH4_[ppmV],NO_[ppbV],NO2_[ppbV],NOx_[ppbV],O3_[ppbV]
10/22/2017 18:40:00,10/22/2017 18:40:59,0.7,25.1,17.5,632.3,26.1,0,0.8,1.9,1.92,0.34,1.08,1.43,42.95
10/22/2017 18:41:00,10/22/2017 18:41:59,1.7,25,17.7,632.4,26.2,0,0.8,1.3,1.92,0.34,1.08,1.42,43.53
10/22/2017 18:42:00,10/22/2017 18:42:59,1,24.7,17.9,632.4,26.4,0.7,0.5,0.7,1.92,0.34,1.07,1.4,44.53
10/22/2017 18:43:00,10/22/2017 18:43:59,0.4,24.8,18,632.4,26.5,1.1,0.8,3,1.92,0.33,1.03,1.37,44.98
10/22/2017 18:44:00,10/22/2017 18:44:59,0.9,24.8,18,632.4,26.6,0.8,0.7,1.7,1.92,0.33,1.02,1.34,44.47
10/22/2017 18:45:00,10/22/2017 18:45:59,1,24.9,18,632.4,26.7,1,0.5,1.7,1.92,0.33,1,1.33,44.23
10/22/2017 18:46:00,10/22/2017 18:46:59,2,25,17.9,632.4,26.8,0.9,0.4,0.4,1.92,0.33,1,1.32,44.4
10/22/2017 18:47:00,10/22/2017 18:47:59,1.4,25,17.8,632.3,26.9,0.9,0.4,0.4,1.92,0.33,1,1.33,43.45
10/22/2017 18:48:00,10/22/2017 18:48:59,1.3,25,17.7,632.2,27,1,0.5,0.8,1.92,0.32,1.01,1.34,42.8
10/22/2017 18:49:00,10/22/2017 18:49:59,1.2,25,17.7,632.4,27.1,1,0.6,0.7,1.92,0.32,1.03,1.35,43.07
10/22/2017 18:50:00,10/22/2017 18:50:59,1.7,25,17.7,632.4,27.1,0.6,0.5,1.1,1.92,0.32,1.04,1.36,43.32
10/22/2017 18:51:00,10/22/2017 18:51:59,4.7,25.6,17.6,632.4,27,0,1.3,3.1,1.92,0.32,1.03,1.36,43.25
10/22/2017 18:52:00,10/22/2017 18:52:59,6.6,26,17.6,632.4,26.8,0,0.9,1.7,1.92,0.32,1.02,1.34,42.32
10/22/2017 18:53:00,10/22/2017 18:53:59,2.9,26.8,17.4,632.4,26.7,0.9,1,2,1.92,0.33,1.1,1.43,41.68
10/22/2017 18:54:00,10/22/2017 18:54:59,2.7,27,17.2,632.4,26.5,0,0.9,1.9,1.92,0.33,1.15,1.48,40.9
10/22/2017 18:55:00,10/22/2017 18:55:59,3.4,25.9,17.5,632.4,26.3,0,0.7,1.7,1.92,0.34,1.29,1.63,40.42
10/22/2017 18:56:00,10/22/2017 18:56:59,3.2,26,17.7,632.4,26.2,0.6,0.7,0.8,1.92,0.34,1.31,1.65,41.1
10/22/2017 18:57:00,10/22/2017 18:57:59,3.3,25.8,17.5,632.3,26.2,0.2,0.7,0.9,1.92,0.35,1.31,1.66,42.35
10/22/2017 18:58:00,10/22/2017 18:58:59,2.8,25,17.9,632.3,26.3,0.4,0.5,1,1.92,0.35,1.31,1.66,42.75
10/22/2017 18:59:00,10/22/2017 18:59:59,3.4,25,18,632.3,26.4,0.9,0.7,1.7,1.92,0.35,1.31,1.66,43.63
10/22/2017 19:00:00,10/22/2017 19:00:59,3.3,25.5,17.9,632.4,26.5,0.6,0.7,1.7,1.92,0.36,1.28,1.65,43.62
10/22/2017 19:01:00,10/22/2017 19:01:59,3.4,25.6,17.8,632.4,26.6,0.5,0.7,1.1,1.92,0.36,1.21,1.57,43.43
10/22/2017 19:02:00,10/22/2017 19:02:59,2.1,26,17.6,632.4,26.7,0.3,0.8,1.1,1.92,0.36,1.19,1.54,43.27
10/22/2017 19:03:00,10/22/2017 19:03:59,2.1,26,17.5,632.3,26.8,0,0.6,2.1,1.92,0.35,1.1,1.46,42.18
10/22/2017 19:04:00,10/22/2017 19:04:59,2.5,26,17.6,632.3,26.9,0,1.2,8.4,1.92,0.35,1.09,1.44,42.38
10/22/2017 19:05:00,10/22/2017 19:05:59,2.3,27,17.4,632.4,26.9,0,0.7,3,1.92,0.35,1.1,1.45,42.55
10/22/2017 19:06:00,10/22/2017 19:06:59,1.8,27.9,16.9,632.4,26.7,0,0.6,1,1.92,0.36,1.08,1.44,41.65
10/22/2017 19:07:00,10/22/2017 19:07:59,1.7,28,16.7,632.4,26.6,0,0.5,1.6,1.92,0.36,1.08,1.43,40.77
10/22/2017 19:08:00,10/22/2017 19:08:59,1.4,27.8,16.8,632.4,26.4,0,0.8,3.5,1.92,0.36,1.06,1.42,40.85
10/22/2017 19:09:00,10/22/2017 19:09:59,2,26.7,17.1,632.3,26.2,0,0.6,1.7,1.92,0.36,1.06,1.42,42.22
10/22/2017 19:10:00,10/22/2017 19:10:59,1.8,26.6,17.3,632.3,26.2,0,1,2.1,1.92,0.36,1.03,1.39,42.75
10/22/2017 19:11:00,10/22/2017 19:11:59,2,26.1,17.3,632.4,26.3,0,0.7,1,1.92,0.37,1.03,1.4,42.25
10/22/2017 19:12:00,10/22/2017 19:12:59,1.5,26,17.4,632.4,26.4,0,0.8,4.1,1.92,0.37,1.06,1.43,42.7
10/22/2017 19:13:00,10/22/2017 19:13:59,1.2,26.8,17.3,632.4,26.5,0.1,0.6,3.1,1.92,0.37,1.1,1.47,42.92
10/22/2017 19:14:00,10/22/2017 19:14:59,1.5,26.3,17.3,632.4,26.6,0,0.6,2.2,1.92,0.37,1.16,1.53,42.37
10/22/2017 19:15:00,10/22/2017 19:15:59,1.8,26,17.3,632.3,26.7,0,0.6,2.1,1.92,0.37,1.21,1.58,42.32
10/22/2017 19:16:00,10/22/2017 19:16:59,2.2,25.8,17.4,632.3,26.7,0.1,0.7,1.7,1.92,0.36,1.27,1.64,42.45
10/22/2017 19:17:00,10/22/2017 19:17:59,4,24.4,18.1,632.3,26.6,0.6,0.6,2.6,1.92,0.36,1.27,1.63,42.5
10/22/2017 19:18:00,10/22/2017 19:18:59,3.5,25,18,632.3,26.5,1.6,0.5,1.4,1.92,0.35,1.22,1.57,43.38
10/22/2017 19:19:00,10/22/2017 19:19:59,2,25.4,17.7,632.4,26.3,1.5,0.7,3.8,1.92,0.35,1.16,1.51,43.55
10/22/2017 19:20:00,10/22/2017 19:20:59,1.6,26,17.6,632.4,26.2,0.5,1,2.1,1.92,0.35,1.14,1.48,43.1
10/22/2017 19:21:00,10/22/2017 19:21:59,1.3,26,17.4,632.4,26.2,0,1,2.9,1.92,0.35,1.12,1.47,43.02
10/22/2017 19:22:00,10/22/2017 19:22:59,1.5,26,17.3,632.4,26.3,0,0.6,2.6,1.92,0.35,1.14,1.48,42.72
10/22/2017 19:23:00,10/22/2017 19:23:59,0.7,26,17.3,632.4,26.4,0,0.7,1.6,1.92,0.35,1.15,1.49,42.37
10/22/2017 19:24:00,10/22/2017 19:24:59,0.9,26,17.3,632.4,26.5,0,0.9,2,1.92,0.35,1.14,1.49,42.37
10/22/2017 19:25:00,10/22/2017 19:25:59,1.4,25.8,17.3,632.4,26.6,0,0.7,2.5,1.92,0.35,1.18,1.53,42.33
10/22/2017 19:26:00,10/22/2017 19:26:59,1.6,25,17.5,632.2,26.5,0.6,0.5,1.6,1.92,0.34,1.22,1.56,43.22
10/22/2017 19:27:00,10/22/2017 19:27:59,1.9,25.7,17.5,632.2,26.4,0.7,0.8,1.1,1.92,0.33,1.23,1.56,43.82
10/22/2017 19:28:00,10/22/2017 19:28:59,2.4,25.3,17.5,632.4,26.2,0.2,1,2,1.92,0.33,1.25,1.58,43.07
10/22/2017 19:29:00,10/22/2017 19:29:59,2.9,25.7,17.3,632.5,26.1,0.6,0.7,1.2,1.92,0.31,1.24,1.55,43.32
10/22/2017 19:30:00,10/22/2017 19:30:59,1.7,26.7,17,632.5,26,0.2,0.6,1.6,1.92,0.31,1.19,1.5,42.93
10/22/2017 19:31:00,10/22/2017 19:31:59,1.7,27,16.7,632.5,26,0,0.9,2.8,1.92,0.3,1.16,1.46,41.68
10/22/2017 19:32:00,10/22/2017 19:32:59,1.2,27,16.8,632.5,26.1,0,0.8,1.2,1.92,0.29,1.18,1.48,41.43
10/22/2017 19:33:00,10/22/2017 19:33:59,0.9,26.7,16.9,632.5,26.2,0,1.6,11.8,1.92,0.3,1.28,1.58,41.3
10/22/2017 19:34:00,10/22/2017 19:34:59,1.8,27,16.7,632.5,26.3,0,1.2,4.8,1.92,0.3,1.45,1.75,40.62
10/22/2017 19:35:00,10/22/2017 19:35:59,1.2,28,16.6,632.4,26.4,0,0.6,1.9,1.92,0.31,1.52,1.82,40.68
10/22/2017 19:36:00,10/22/2017 19:36:59,2.2,27.5,16.6,632.4,26.5,0,0.8,4.8,1.92,0.31,1.53,1.84,41.05
10/22/2017 19:37:00,10/22/2017 19:37:59,2.9,27,16.9,632.4,26.7,0.1,0.7,1.3,1.92,0.32,1.56,1.88,42.03
10/22/2017 19:38:00,10/22/2017 19:38:59,2.2,27.9,16.6,632.4,26.8,0.5,0.6,1.6,1.92,0.32,1.58,1.9,42.6
10/22/2017 19:39:00,10/22/2017 19:39:59,1.3,28,16.4,632.4,26.9,0,1.2,3.8,1.92,0.32,1.58,1.9,41.37
10/22/2017 19:40:00,10/22/2017 19:40:59,1.2,28,16.4,632.4,27,0,1.1,5.7,1.93,0.31,1.57,1.88,40.72
10/22/2017 19:41:00,10/22/2017 19:41:59,1.2,28,16.5,632.4,27.1,0,0.6,3.3,1.93,0.31,1.49,1.8,41.28
10/22/2017 19:42:00,10/22/2017 19:42:59,1.4,27.6,16.5,632.4,27.2,0,1.1,3,1.93,0.31,1.43,1.74,41.67
10/22/2017 19:43:00,10/22/2017 19:43:59,1.7,27.7,16.5,632.4,27.3,0,0.7,3.1,1.93,0.31,1.46,1.77,41.6
10/22/2017 19:44:00,10/22/2017 19:44:59,2.5,26.9,16.7,632.4,27.4,0.4,0.7,4,1.93,0.32,1.51,1.83,41.78
10/22/2017 19:45:00,10/22/2017 19:45:59,2.6,27.2,16.9,632.4,27.5,1,0.7,1.9,1.92,0.34,1.59,1.94,42.55
10/22/2017 19:46:00,10/22/2017 19:46:59,3.3,28.6,16.2,632.5,27.6,0.9,1,4.3,1.92,0.35,1.64,1.99,42.03
10/22/2017 19:47:00,10/22/2017 19:47:59,2.7,30.8,15.2,632.5,27.7,0.2,0.9,5.1,1.92,0.36,1.65,2.01,40.35
10/22/2017 19:48:00,10/22/2017 19:48:59,2,32.4,14.6,632.5,27.6,0,1.1,4.7,1.93,0.36,1.61,1.97,38.32
10/22/2017 19:49:00,10/22/2017 19:49:59,2.2,32.2,14.5,632.5,27.4,0,0.6,0.8,1.93,0.36,1.58,1.94,37.58
10/22/2017 19:50:00,10/22/2017 19:50:59,2.4,31.8,14.7,632.5,27.2,0,0.8,2.6,1.93,0.37,1.53,1.89,37.58
10/22/2017 19:51:00,10/22/2017 19:51:59,2,31,14.9,632.5,27,0,0.6,0.9,1.93,0.36,1.5,1.87,37.53
10/22/2017 19:52:00,10/22/2017 19:52:59,1.2,31,15,632.4,26.8,0,1.1,2.1,1.94,0.35,1.49,1.84,37.2
10/22/2017 19:53:00,10/22/2017 19:53:59,1.8,30.8,15.1,632.4,26.6,0,0.6,0.8,1.94,0.35,1.49,1.83,37.72
10/22/2017 19:54:00,10/22/2017 19:54:59,2.1,29.7,15.4,632.4,26.4,0,0.8,5.2,1.94,0.35,1.57,1.94,38.73
10/22/2017 19:55:00,10/22/2017 19:55:59,2.5,29.7,15.7,632.4,26.2,0.5,1.5,3.3,1.94,0.36,1.69,2.05,39
10/22/2017 19:56:00,10/22/2017 19:56:59,2.8,29.8,15.6,632.4,26.1,0.8,0.9,1.6,1.94,0.36,1.78,2.15,39.02
10/22/2017 19:57:00,10/22/2017 19:57:59,3.2,29.1,15.8,632.4,26.2,0.5,0.6,1.3,1.95,0.36,1.89,2.25,38.2
10/22/2017 19:58:00,10/22/2017 19:58:59,3.5,28.9,16.2,632.3,26.2,1.1,0.8,2.7,1.95,0.37,2,2.36,38.62
10/22/2017 19:59:00,10/22/2017 19:59:59,6.2,27.2,17,632.2,26.3,0.2,0.3,0.3,1.94,0.37,2.03,2.4,39.18
10/22/2017 20:00:00,10/22/2017 20:00:59,7.7,24.4,18.3,632.2,26.4,1.8,0.9,1.7,1.92,0.36,1.92,2.28,41.53
10/22/2017 20:01:00,10/22/2017 20:01:59,6.5,24.3,18.4,632.2,26.5,3.5,0.5,1.4,1.92,0.34,1.75,2.09,44.08
10/22/2017 20:02:00,10/22/2017 20:02:59,5,25,18.1,632.3,26.6,3.2,0.5,0.9,1.92,0.33,1.57,1.9,44.33
10/22/2017 20:03:00,10/22/2017 20:03:59,4.6,25.4,17.9,632.3,26.7,2.1,0.7,3,1.92,0.32,1.38,1.7,43.23
10/22/2017 20:04:00,10/22/2017 20:04:59,2.8,26.5,17.5,632.3,26.8,1.4,0.5,1.7,1.92,0.32,1.18,1.5,42.63
10/22/2017 20:05:00,10/22/2017 20:05:59,2.3,27,17.3,632.3,26.9,0.4,0.4,1.2,1.92,0.31,0.97,1.28,42.85
10/22/2017 20:06:00,10/22/2017 20:06:59,2.9,27.4,17.1,632.4,27,0,0.9,3.4,1.93,0.3,0.82,1.12,42.05
10/22/2017 20:07:00,10/22/2017 20:07:59,2.5,28.8,16.6,632.4,27.1,0,0.7,2.4,1.93,0.3,0.78,1.08,41.25
10/22/2017 20:08:00,10/22/2017 20:08:59,2.3,29.5,16.3,632.4,27.1,0,1,3,1.93,0.3,0.84,1.14,40.18
10/22/2017 20:09:00,10/22/2017 20:09:59,3.2,28.9,16.4,632.4,27,0,0.6,1.7,1.93,0.3,0.91,1.21,39.55
10/22/2017 20:10:00,10/22/2017 20:10:59,2.8,28.2,16.6,632.4,26.8,0,0.8,5,1.93,0.3,0.97,1.27,39.92
10/22/2017 20:11:00,10/22/2017 20:11:59,2.6,28.5,16.6,632.4,26.6,0,1.1,4.6,1.93,0.3,1.08,1.39,40.73
10/22/2017 20:12:00,10/22/2017 20:12:59,1.8,28.8,16.5,632.4,26.4,0,0.7,2.8,1.94,0.3,1.18,1.48,41.1
10/22/2017 20:13:00,10/22/2017 20:13:59,1.8,29,16.4,632.4,26.2,0,0.7,1.7,1.94,0.3,1.26,1.57,39.72
10/22/2017 20:14:00,10/22/2017 20:14:59,1.9,29,16.3,632.4,26.2,0,0.8,3.4,1.94,0.31,1.32,1.63,38.68
10/22/2017 20:15:00,10/22/2017 20:15:59,2.4,29.2,16.2,632.4,26.3,0,1,4.8,1.94,0.31,1.35,1.66,39.03
10/22/2017 20:16:00,10/22/2017 20:16:59,1.2,29.8,16.1,632.4,26.4,0,0.8,5.2,1.94,0.32,1.36,1.68,39.07
10/22/2017 20:17:00,10/22/2017 20:17:59,1.4,29.1,16.2,632.3,26.5,0,0.7,4.4,1.93,0.31,1.39,1.7,39.23
10/22/2017 20:18:00,10/22/2017 20:18:59,1.5,29.9,16.2,632.4,26.6,0,1.2,4.8,1.93,0.32,1.4,1.71,39.33
10/22/2017 20:19:00,10/22/2017 20:19:59,2.5,29.1,16.2,632.4,26.6,0,1,4.6,1.94,0.32,1.44,1.75,39.5
10/22/2017 20:20:00,10/22/2017 20:20:59,1.8,29,16.2,632.3,26.7,0,0.9,1.9,1.94,0.31,1.48,1.78,39.03
10/22/2017 20:21:00,10/22/2017 20:21:59,2.1,28.5,16.3,632.2,26.8,0,1.1,4.2,1.93,0.3,1.48,1.78,39.63
10/22/2017 20:22:00,10/22/2017 20:22:59,2.1,28.1,16.4,632.1,26.9,0,0.8,6.3,1.93,0.3,1.45,1.75,40.05
10/22/2017 20:23:00,10/22/2017 20:23:59,2.6,27.8,16.6,632.2,27,0.2,0.9,4.5,1.93,0.29,1.42,1.71,40.38
10/22/2017 20:24:00,10/22/2017 20:24:59,2.6,27.9,16.7,632.2,26.9,0.8,0.8,3.3,1.93,0.29,1.4,1.69,41
10/22/2017 20:25:00,10/22/2017 20:25:59,1.8,27.5,16.7,632.2,26.8,0.8,0.6,1.2,1.93,0.29,1.38,1.67,41.42
10/22/2017 20:26:00,10/22/2017 20:26:59,2.6,27.4,16.8,632.2,26.7,0.6,0.9,2.2,1.93,0.29,1.37,1.66,41.35
10/22/2017 20:27:00,10/22/2017 20:27:59,3.9,29.2,16.1,632.4,26.5,0.9,0.9,7.9,1.93,0.29,1.32,1.61,40.58
10/22/2017 20:28:00,10/22/2017 20:28:59,4.7,30.4,15.4,632.5,26.3,0,0.8,1.3,1.93,0.29,1.3,1.59,38.55
10/22/2017 20:29:00,10/22/2017 20:29:59,4,29,16,632.4,26.3,0,1.2,1.9,1.93,0.3,1.43,1.73,37.32
10/22/2017 20:30:00,10/22/2017 20:30:59,4.9,27.3,16.7,632.3,26.4,0,0.8,1.1,1.93,0.3,1.66,1.96,37.97
10/22/2017 20:31:00,10/22/2017 20:31:59,4.3,26,17.3,632.3,26.5,0.9,0.8,1.4,1.93,0.3,1.71,2.01,40.03
10/22/2017 20:32:00,10/22/2017 20:32:59,4.3,26.2,17.2,632.3,26.6,1.3,0.5,0.5,1.93,0.3,1.68,1.97,41.95
10/22/2017 20:33:00,10/22/2017 20:33:59,1.9,28.3,16.6,632.4,26.7,1.1,0.7,1.6,1.93,0.29,1.65,1.94,41.73
10/22/2017 20:34:00,10/22/2017 20:34:59,0.7,29,16.2,632.4,26.8,0,0.7,2,1.93,0.29,1.62,1.91,40.35
10/22/2017 20:35:00,10/22/2017 20:35:59,1.3,29,16.1,632.4,26.8,0,0.8,4.8,1.93,0.29,1.62,1.91,39.95
10/22/2017 20:36:00,10/22/2017 20:36:59,2.1,29,16.1,632.4,26.7,0,0.6,1.4,1.94,0.3,1.59,1.89,39.85
10/22/2017 20:37:00,10/22/2017 20:37:59,2.2,29,16.2,632.4,26.5,0,0.6,1.5,1.94,0.29,1.4,1.68,40.28
10/22/2017 20:38:00,10/22/2017 20:38:59,2.4,29,16.2,632.4,26.4,0,1.1,2.9,1.94,0.28,1.2,1.47,40.15
10/22/2017 20:39:00,10/22/2017 20:39:59,2.3,29.5,16.1,632.4,26.2,0,1,3.1,1.94,0.28,1.21,1.49,39.98
10/22/2017 20:40:00,10/22/2017 20:40:59,2.5,29.8,15.8,632.4,26,0,0.9,1.8,1.95,0.28,1.28,1.56,40
10/22/2017 20:41:00,10/22/2017 20:41:59,1.8,29,16,632.4,25.7,0,0.7,2.5,1.95,0.28,1.36,1.64,39.45
10/22/2017 20:42:00,10/22/2017 20:42:59,1.3,29.1,16,632.5,25.4,0,1,3.5,1.95,0.28,1.43,1.71,39.32
10/22/2017 20:43:00,10/22/2017 20:43:59,1.6,29,16.1,632.4,25.4,0,0.7,2.5,1.95,0.28,1.47,1.75,39.48
10/22/2017 20:44:00,10/22/2017 20:44:59,1.9,27.4,16.6,632.5,25.5,0.5,0.8,3.3,1.93,0.27,1.48,1.75,40.2
10/22/2017 20:45:00,10/22/2017 20:45:59,2.6,27,17,632.5,25.6,0.7,0.8,2.5,1.93,0.26,1.46,1.73,41.15
10/22/2017 20:46:00,10/22/2017 20:46:59,2.3,27.8,16.7,632.6,25.7,1.5,0.7,2.4,1.93,0.26,1.4,1.66,41.77
10/22/2017 20:47:00,10/22/2017 20:47:59,1.6,28.1,16.5,632.6,25.8,0.8,0.6,1.4,1.94,0.25,1.39,1.64,41.08
10/22/2017 20:48:00,10/22/2017 20:48:59,0.6,28.2,16.4,632.6,25.9,0.2,0.7,1.3,1.93,0.24,1.39,1.62,40.75
10/22/2017 20:49:00,10/22/2017 20:49:59,1,28,16.4,632.6,26,0,0.6,1.7,1.93,0.23,1.34,1.57,41.2
10/22/2017 20:50:00,10/22/2017 20:50:59,0.9,28,16.5,632.6,26.1,0.5,0.6,1.7,1.93,0.22,1.26,1.48,41.45
10/22/2017 20:51:00,10/22/2017 20:51:59,2.9,26.6,16.9,632.7,26.3,0,0.8,2.5,1.93,0.21,1.2,1.41,42.12
10/22/2017 20:52:00,10/22/2017 20:52:59,3,26,17.4,632.7,26.4,1.6,0.9,2.4,1.92,0.21,1.14,1.35,42.9
10/22/2017 20:53:00,10/22/2017 20:53:59,3.3,26.1,17.3,632.8,26.5,1.5,0.6,2,1.92,0.2,1.1,1.31,43.85
10/22/2017 20:54:00,10/22/2017 20:54:59,3.5,26,17.4,632.8,26.6,1.6,0.7,1.9,1.92,0.2,1.08,1.27,44.53
10/22/2017 20:55:00,10/22/2017 20:55:59,3.2,25.7,17.5,632.8,26.8,1.6,0.5,2,1.92,0.19,1,1.19,44.33
10/22/2017 20:56:00,10/22/2017 20:56:59,3.2,25.2,17.7,632.7,26.9,1.5,0.8,3.9,1.92,0.19,0.92,1.1,44.47
10/22/2017 20:57:00,10/22/2017 20:57:59,2.7,25,17.8,632.8,27,1.8,0.8,2.9,1.92,0.18,0.86,1.04,44.7
10/22/2017 20:58:00,10/22/2017 20:58:59,2.6,25,17.7,632.8,27.1,1.3,0.9,1.8,1.92,0.18,0.81,0.99,44.2
10/22/2017 20:59:00,10/22/2017 20:59:59,2.3,25.1,17.6,632.8,27.2,1,0.7,3.7,1.92,0.17,0.8,0.98,43.62
10/22/2017 21:00:00,10/22/2017 21:00:59,2.6,25.1,17.6,632.8,27.3,0.4,0.7,1.1,1.92,0.18,0.85,1.02,43.63
10/22/2017 21:01:00,10/22/2017 21:01:59,2.6,26,17.4,632.8,27.2,0.3,0.7,1,1.93,0.18,0.9,1.09,43.77
10/22/2017 21:02:00,10/22/2017 21:02:59,3.5,26.2,17.2,632.9,27.1,0,0.7,3.1,1.93,0.19,0.98,1.17,43.48
10/22/2017 21:03:00,10/22/2017 21:03:59,2.4,27.3,16.7,632.9,26.9,0,0.6,2.5,1.93,0.2,1.03,1.23,42.43
10/22/2017 21:04:00,10/22/2017 21:04:59,2.2,28,16.4,632.9,26.7,0,0.7,1.2,1.93,0.21,1.05,1.26,41.28
10/22/2017 21:05:00,10/22/2017 21:05:59,1.4,28,16.4,632.9,26.6,0,0.9,6.6,1.93,0.22,1.08,1.3,41.35
10/22/2017 21:06:00,10/22/2017 21:06:59,1.7,28,16.5,633,26.5,0,0.4,0.5,1.93,0.23,1.12,1.35,42.37
10/22/2017 21:07:00,10/22/2017 21:07:59,2,28,16.4,633,26.6,0,1,5.1,1.94,0.24,1.13,1.37,42.5
10/22/2017 21:08:00,10/22/2017 21:08:59,2.2,29,16.1,633.1,26.6,0,0.6,1.8,1.94,0.25,1.12,1.37,41.83
10/22/2017 21:09:00,10/22/2017 21:09:59,3,29,15.8,633.1,26.7,0,1,1.4,1.93,0.25,1.1,1.35,41.17
10/22/2017 21:10:00,10/22/2017 21:10:59,3.2,29,15.8,633.1,26.8,0,1.4,2.5,1.93,0.27,1.12,1.39,40.77
10/22/2017 21:11:00,10/22/2017 21:11:59,2.2,28.9,16,633.1,26.9,0,1.9,3.6,1.93,0.28,1.47,1.75,39.23
10/22/2017 21:12:00,10/22/2017 21:12:59,1.5,28.3,16,633,27,0,1.2,6.1,1.93,0.28,1.87,2.16,38.25
10/22/2017 21:13:00,10/22/2017 21:13:59,0.8,29,15.8,633,27,0,1.8,11.6,1.93,0.28,2.11,2.41,38.7
10/22/2017 21:14:00,10/22/2017 21:14:59,1.3,30.6,15.2,633,26.9,0,2.5,9.6,1.93,0.29,2.37,2.66,37.48
10/22/2017 21:15:00,10/22/2017 21:15:59,2,29.5,15.4,633,26.7,0,3,13.2,1.93,0.29,2.65,2.94,36.17
10/22/2017 21:16:00,10/22/2017 21:16:59,2.1,29,15.7,633,26.6,0,2.8,12.7,1.93,0.5,13.26,13.75,34.15
10/22/2017 21:17:00,10/22/2017 21:17:59,1.4,29.7,15.5,633.1,26.5,0,2.7,14.4,1.94,0.62,24.48,25.09,29.42
10/22/2017 21:18:00,10/22/2017 21:18:59,0.7,31.7,14.8,633.1,26.6,0,2.2,14.4,1.94,0.52,19.46,19.47,27.5
10/22/2017 21:19:00,10/22/2017 21:19:59,0.5,31.9,14.6,633,26.7,0,3.1,8.7,1.93,0.5,16.43,16.92,27.72
10/22/2017 21:20:00,10/22/2017 21:20:59,0.7,31,14.7,633,26.8,0,1.9,6.1,1.93,0.55,15.71,16.26,30.43
10/22/2017 21:21:00,10/22/2017 21:21:59,0.7,30.4,15,633.1,26.9,0,1.8,5.2,1.93,0.56,15.93,16.5,31.17
10/22/2017 21:22:00,10/22/2017 21:22:59,1.3,30,15.1,633.1,26.9,0,1.3,2.8,1.93,0.58,16.16,16.74,29.38
10/22/2017 21:23:00,10/22/2017 21:23:59,3.3,29.4,15.5,633.2,26.8,0,1.7,9.4,1.93,0.86,15.22,16.08,31.75
10/22/2017 21:24:00,10/22/2017 21:24:59,2.1,28.3,16,633,26.6,1,2.2,12.6,1.93,6.55,19.66,27.42,25.27
10/22/2017 21:25:00,10/22/2017 21:25:59,1.6,28.9,15.9,633.1,26.5,1.6,2.9,10.9,1.93,23.85,42.98,66.83,10
10/22/2017 21:26:00,10/22/2017 21:26:59,1.7,29,15.8,633.1,26.3,1,2,16,1.93,14.31,33.22,47.53,14.5
10/22/2017 21:27:00,10/22/2017 21:27:59,3.4,27.6,16.5,633.2,26.3,0.5,1,3.9,1.93,15.48,33.33,48.81,16.75
10/22/2017 21:28:00,10/22/2017 21:28:59,2.6,27.1,16.8,633.1,26.4,1.8,0.7,6,1.92,1.34,9.17,10.51,25.17
10/22/2017 21:29:00,10/22/2017 21:29:59,5.1,26.8,17.2,633.1,26.4,1.5,1.4,3.2,1.92,0.34,2.82,3.09,37.7
10/22/2017 21:30:00,10/22/2017 21:30:59,8.6,25.7,17.7,633,26.5,1.3,2.4,27.9,1.92,0.28,1.9,2.2,41.43
10/22/2017 21:31:00,10/22/2017 21:31:59,7.1,25.8,17.9,632.9,26.7,2.9,1.8,10.2,1.92,0.2,0.92,1.12,43.38
10/22/2017 21:32:00,10/22/2017 21:32:59,7.9,25.2,18,633,26.8,1.8,2.8,11.4,1.92,0.2,0.83,1.04,43.3
10/22/2017 21:33:00,10/22/2017 21:33:59,6.5,25,18.3,633,26.8,2.1,1.6,9.9,1.92,0.22,0.85,1.06,43.45
10/22/2017 21:34:00,10/22/2017 21:34:59,7.4,24.7,18.3,633.1,27,1.5,1.2,6,1.92,0.22,0.84,1.06,43.97
10/22/2017 21:35:00,10/22/2017 21:35:59,6.9,24.9,18.2,633,27,1.5,2,11.1,1.92,0.27,0.81,1.08,43.55
10/22/2017 21:36:00,10/22/2017 21:36:59,7.8,25,18.2,632.9,26.9,0.7,4.1,53.4,1.92,0.3,0.79,1.1,43.37
10/22/2017 21:37:00,10/22/2017 21:37:59,8.2,24.7,18.4,632.8,26.7,0.4,7.5,72.1,1.92,0.31,0.74,1.05,44.03
10/22/2017 21:38:00,10/22/2017 21:38:59,6.4,25,18.3,632.8,26.5,0.8,6.1,51.4,1.92,0.32,0.69,1.01,43.85
10/22/2017 21:39:00,10/22/2017 21:39:59,12,25,18.5,632.7,26.3,0.1,118.3,1822.3,1.92,0.33,0.69,1.02,42.65
10/22/2017 21:40:00,10/22/2017 21:40:59,12.4,24.2,18.9,632.6,26.1,0.1,78.1,806.2,1.92,0.32,0.66,0.98,42.98
10/22/2017 21:41:00,10/22/2017 21:41:59,10.9,24,18.9,632.6,26,0.7,37.6,329.7,1.92,0.33,0.6,0.93,43.4
10/22/2017 21:42:00,10/22/2017 21:42:59,10.5,24,19.2,632.5,26,0.6,18.4,133.3,1.92,0.33,0.58,0.9,42.88
10/22/2017 21:43:00,10/22/2017 21:43:59,12.7,23.9,19.2,632.5,26,0.4,32.9,292.1,1.92,0.27,0.51,0.78,42.82
